engine,frame,time_ps_mda,n_res_4p0A,n_res_5p0A,n_res_6p0A,time_ps,time_ns,C4_O1_A,RS_label,RS_label_raw,signed_triple_O1_C5phenyl_C3chain_about_C4
gromacs_1k_timing,422,2110.0,11,15,19,2110.0,2.11,3.611731767654419,R-like,R_like_by_product_reference,-7.353017807006836
gromacs_1k_timing,423,2115.0,10,14,20,2115.0,2.115,3.338395833969116,R-like,R_like_by_product_reference,-6.20619535446167
gromacs_1k_timing,424,2120.0,10,14,21,2120.0,2.12,2.969359874725342,R-like,R_like_by_product_reference,-5.39459753036499
gromacs_1k_timing,425,2125.0,10,14,19,2125.0,2.125,3.3212966918945312,R-like,R_like_by_product_reference,-6.392649173736572
gromacs_1k_timing,426,2130.0,10,13,18,2130.0,2.13,3.292808771133423,R-like,R_like_by_product_reference,-5.788352489471436
gromacs_1k_timing,427,2135.0,9,13,17,2135.0,2.135,3.1998279094696045,R-like,R_like_by_product_reference,-5.736649036407471
gromacs_1k_timing,428,2140.0,9,13,17,2140.0,2.14,3.4827866554260254,R-like,R_like_by_product_reference,-7.055644512176514
gromacs_1k_timing,429,2145.0,9,14,17,2145.0,2.145,3.046228647232056,R-like,R_like_by_product_reference,-6.3311614990234375
gromacs_1k_timing,430,2150.0,8,15,21,2150.0,2.15,3.4121389389038086,R-like,R_like_by_product_reference,-6.902221202850342
gromacs_1k_timing,431,2155.0,9,14,19,2155.0,2.155,3.4937078952789307,R-like,R_like_by_product_reference,-6.942251205444336
gromacs_1k_timing,432,2160.0,9,13,19,2160.0,2.16,3.226916790008545,R-like,R_like_by_product_reference,-6.335909843444824
gromacs_1k_timing,433,2165.0,11,13,17,2165.0,2.165,3.043860912322998,R-like,R_like_by_product_reference,-4.4416584968566895
gromacs_1k_timing,434,2170.0,10,14,17,2170.0,2.17,3.293537139892578,R-like,R_like_by_product_reference,-6.290902137756348
gromacs_1k_timing,435,2175.0,12,15,19,2175.0,2.175,3.120656967163086,R-like,R_like_by_product_reference,-6.809243679046631
gromacs_1k_timing,436,2180.0,10,14,18,2180.0,2.18,3.6928324699401855,R-like,R_like_by_product_reference,-7.354317665100098
gromacs_1k_timing,437,2185.0,10,13,16,2185.0,2.185,3.1248979568481445,R-like,R_like_by_product_reference,-5.839790344238281
gromacs_1k_timing,438,2190.0,10,13,20,2190.0,2.19,3.3338279724121094,R-like,R_like_by_product_reference,-6.69744873046875
gromacs_1k_timing,439,2195.0,10,13,18,2195.0,2.195,3.0902905464172363,R-like,R_like_by_product_reference,-5.910745620727539
gromacs_1k_timing,440,2200.0,11,13,17,2200.0,2.2,3.3735015392303467,R-like,R_like_by_product_reference,-5.544634819030762
gromacs_1k_timing,441,2205.0,9,14,20,2205.0,2.205,3.268468379974365,R-like,R_like_by_product_reference,-6.711633205413818
gromacs_1k_timing,442,2210.0,9,13,18,2210.0,2.21,3.2020931243896484,R-like,R_like_by_product_reference,-5.502200126647949
gromacs_1k_timing,443,2215.0,10,13,17,2215.0,2.215,3.399896144866944,R-like,R_like_by_product_reference,-6.302709579467773
gromacs_1k_timing,444,2220.0,9,13,17,2220.0,2.22,3.1186869144439697,R-like,R_like_by_product_reference,-6.181977272033691
gromacs_1k_timing,445,2225.0,10,14,20,2225.0,2.225,3.366971015930176,R-like,R_like_by_product_reference,-5.727733135223389
gromacs_1k_timing,446,2230.0,10,14,17,2230.0,2.23,3.4359285831451416,R-like,R_like_by_product_reference,-6.181167125701904
gromacs_1k_timing,447,2235.0,10,13,18,2235.0,2.235,3.389233350753784,R-like,R_like_by_product_reference,-6.316777229309082
gromacs_1k_timing,448,2240.0,10,13,20,2240.0,2.24,3.4953835010528564,R-like,R_like_by_product_reference,-7.138769149780273
gromacs_1k_timing,449,2245.0,8,14,18,2245.0,2.245,3.4626293182373047,R-like,R_like_by_product_reference,-6.367889404296875
gromacs_1k_timing,450,2250.0,9,14,17,2250.0,2.25,3.123939275741577,R-like,R_like_by_product_reference,-6.192318916320801
gromacs_1k_timing,451,2255.0,11,13,16,2255.0,2.255,3.057333707809448,R-like,R_like_by_product_reference,-5.860429286956787
gromacs_1k_timing,452,2260.0,9,14,18,2260.0,2.26,3.365428686141968,R-like,R_like_by_product_reference,-7.383718013763428
gromacs_1k_timing,453,2265.0,8,13,18,2265.0,2.265,3.160409450531006,R-like,R_like_by_product_reference,-4.137115478515625
gromacs_1k_timing,454,2270.0,9,14,18,2270.0,2.27,3.0135340690612797,R-like,R_like_by_product_reference,-5.262124061584473
gromacs_1k_timing,455,2275.0,9,12,17,2275.0,2.275,3.187101125717163,R-like,R_like_by_product_reference,-6.255297183990479
gromacs_1k_timing,456,2280.0,10,13,17,2280.0,2.28,3.2119336128234863,R-like,R_like_by_product_reference,-5.682185649871826
gromacs_1k_timing,457,2285.0,9,13,18,2285.0,2.285,3.5920207500457764,R-like,R_like_by_product_reference,-6.752898216247559
gromacs_1k_timing,458,2290.0,12,14,17,2290.0,2.29,3.187237501144409,R-like,R_like_by_product_reference,-5.839364051818848
gromacs_1k_timing,459,2295.0,9,13,19,2295.0,2.295,3.3028039932250977,R-like,R_like_by_product_reference,-5.287213802337647
gromacs_1k_timing,460,2300.0,8,13,19,2300.0,2.3,3.5643112659454346,R-like,R_like_by_product_reference,-6.2491326332092285
gromacs_1k_timing,461,2305.0,10,13,16,2305.0,2.305,3.2052605152130127,R-like,R_like_by_product_reference,-4.292858600616455
gromacs_1k_timing,462,2310.0,8,13,17,2310.0,2.31,3.1310386657714844,R-like,R_like_by_product_reference,-4.27216911315918
gromacs_1k_timing,463,2315.0,11,13,18,2315.0,2.315,3.1437859535217285,R-like,R_like_by_product_reference,-5.4571614265441895
gromacs_1k_timing,464,2320.0,8,13,17,2320.0,2.32,3.116743564605713,R-like,R_like_by_product_reference,-3.220738172531128
gromacs_1k_timing,465,2325.0,9,13,17,2325.0,2.325,2.9586660861968994,R-like,R_like_by_product_reference,-0.3828887641429901
gromacs_1k_timing,466,2330.0,9,13,16,2330.0,2.33,3.161868095397949,S-like,S_like_by_product_reference,0.7731325030326843
gromacs_1k_timing,467,2335.0,8,11,16,2335.0,2.335,3.1121222972869877,S-like,S_like_by_product_reference,0.8102571964263916
gromacs_1k_timing,468,2340.0,9,12,15,2340.0,2.34,3.3386387825012207,S-like,S_like_by_product_reference,1.5940465927124023
gromacs_1k_timing,469,2345.0,7,13,17,2345.0,2.345,2.958141326904297,R-like,R_like_by_product_reference,-0.2427747696638107
gromacs_1k_timing,470,2350.0,10,13,15,2350.0,2.35,2.957783937454224,R-like,R_like_by_product_reference,-0.6505718231201172
gromacs_1k_timing,471,2355.0,8,12,13,2355.0,2.355,3.00008225440979,S-like,S_like_by_product_reference,1.149192452430725
gromacs_1k_timing,472,2360.0,9,12,13,2360.0,2.36,3.239771842956543,S-like,S_like_by_product_reference,3.258737087249756
gromacs_1k_timing,473,2365.0,8,14,18,2365.0,2.365,3.169999122619629,S-like,S_like_by_product_reference,1.7291532754898071
gromacs_1k_timing,474,2370.0,8,12,16,2370.0,2.37,4.4032392501831055,S-like,S_like_by_product_reference,3.578213691711426
gromacs_1k_timing,475,2375.0,9,11,19,2375.0,2.375,4.422770023345947,S-like,S_like_by_product_reference,0.4019588232040405
gromacs_1k_timing,476,2380.0,8,14,17,2380.0,2.38,4.200643062591553,R-like,R_like_by_product_reference,-1.5610120296478271
gromacs_1k_timing,477,2385.0,10,12,19,2385.0,2.385,4.287399768829346,S-like,S_like_by_product_reference,0.4168854355812073
gromacs_1k_timing,478,2390.0,8,13,19,2390.0,2.39,4.195631980895996,R-like,R_like_by_product_reference,-0.4863411486148834
gromacs_1k_timing,479,2395.0,9,14,19,2395.0,2.395,4.225727558135986,R-like,R_like_by_product_reference,-0.4544512033462524
gromacs_1k_timing,480,2400.0,8,13,15,2400.0,2.4,4.279453277587891,S-like,S_like_by_product_reference,3.3197989463806152
gromacs_1k_timing,481,2405.0,8,13,19,2405.0,2.405,4.542084217071533,S-like,S_like_by_product_reference,4.260690212249756
gromacs_1k_timing,482,2410.0,9,14,18,2410.0,2.41,4.42510986328125,S-like,S_like_by_product_reference,0.7445927262306213
gromacs_1k_timing,483,2415.0,11,14,21,2415.0,2.415,4.477926731109619,S-like,S_like_by_product_reference,1.3381649255752563
gromacs_1k_timing,484,2420.0,10,13,18,2420.0,2.42,4.251504898071289,S-like,S_like_by_product_reference,1.072115421295166
gromacs_1k_timing,485,2425.0,9,13,19,2425.0,2.425,4.179774761199951,S-like,S_like_by_product_reference,0.5843000411987305
gromacs_1k_timing,486,2430.0,9,13,20,2430.0,2.43,4.324500560760498,S-like,S_like_by_product_reference,0.4654494225978851
gromacs_1k_timing,487,2435.0,9,15,18,2435.0,2.435,4.323645114898682,R-like,R_like_by_product_reference,-0.0987307876348495
gromacs_1k_timing,488,2440.0,9,15,19,2440.0,2.44,4.365328311920166,S-like,S_like_by_product_reference,0.5585376620292664
gromacs_1k_timing,489,2445.0,10,14,19,2445.0,2.445,4.321169376373291,S-like,S_like_by_product_reference,0.98244708776474
gromacs_1k_timing,490,2450.0,9,13,18,2450.0,2.45,4.374768257141113,S-like,S_like_by_product_reference,1.5989583730697632
gromacs_1k_timing,491,2455.0,10,13,19,2455.0,2.455,4.37632942199707,S-like,S_like_by_product_reference,1.5046067237854004
gromacs_1k_timing,492,2460.0,10,16,18,2460.0,2.46,4.383879661560059,S-like,S_like_by_product_reference,0.7568793296813965
gromacs_1k_timing,493,2465.0,12,15,20,2465.0,2.465,4.337764739990234,R-like,R_like_by_product_reference,-0.5177469253540039
gromacs_1k_timing,494,2470.0,9,15,19,2470.0,2.47,4.430509090423584,S-like,S_like_by_product_reference,0.9678044319152832
gromacs_1k_timing,495,2475.0,10,15,18,2475.0,2.475,4.617466926574707,S-like,S_like_by_product_reference,3.118626594543457
gromacs_1k_timing,496,2480.0,10,15,18,2480.0,2.48,4.381882190704346,S-like,S_like_by_product_reference,1.6317946910858154
gromacs_1k_timing,497,2485.0,10,15,20,2485.0,2.485,4.5472092628479,S-like,S_like_by_product_reference,1.693753361701965
gromacs_1k_timing,498,2490.0,10,15,20,2490.0,2.49,4.463776588439941,S-like,S_like_by_product_reference,0.6297276020050049
gromacs_1k_timing,499,2495.0,11,15,19,2495.0,2.495,4.457355499267578,S-like,S_like_by_product_reference,0.6271924376487732
gromacs_1k_timing,500,2500.0,10,15,19,2500.0,2.5,4.2542805671691895,S-like,S_like_by_product_reference,1.3190839290618896
gromacs_1k_timing,501,2505.0,9,15,19,2505.0,2.505,4.720898628234863,S-like,S_like_by_product_reference,1.712896466255188
gromacs_1k_timing,502,2510.0,10,14,18,2510.0,2.51,4.189291954040527,S-like,S_like_by_product_reference,1.2214248180389404
gromacs_1k_timing,503,2515.0,11,14,17,2515.0,2.515,4.371634006500244,S-like,S_like_by_product_reference,0.4747131764888763
gromacs_1k_timing,504,2520.0,10,16,19,2520.0,2.52,4.496689796447754,S-like,S_like_by_product_reference,1.6017329692840576
gromacs_1k_timing,505,2525.0,11,15,17,2525.0,2.525,4.487026214599609,S-like,S_like_by_product_reference,1.372398853302002
gromacs_1k_timing,506,2530.0,11,15,18,2530.0,2.53,4.573785305023193,S-like,S_like_by_product_reference,3.0933384895324707
gromacs_1k_timing,507,2535.0,10,14,19,2535.0,2.535,4.340779781341553,S-like,S_like_by_product_reference,1.045584201812744
gromacs_1k_timing,508,2540.0,11,15,20,2540.0,2.54,4.480692386627197,S-like,S_like_by_product_reference,1.2571271657943726
gromacs_1k_timing,509,2545.0,11,14,20,2545.0,2.545,4.441601753234863,S-like,S_like_by_product_reference,0.8186165690422058
gromacs_1k_timing,510,2550.0,10,15,19,2550.0,2.55,4.183052062988281,S-like,S_like_by_product_reference,0.8663840889930725
gromacs_1k_timing,511,2555.0,10,14,18,2555.0,2.555,4.740495681762695,S-like,S_like_by_product_reference,0.848646879196167
gromacs_1k_timing,512,2560.0,10,12,20,2560.0,2.56,4.271806240081787,R-like,R_like_by_product_reference,-0.3379692137241363
gromacs_1k_timing,513,2565.0,10,11,18,2565.0,2.565,4.378346920013428,S-like,S_like_by_product_reference,1.0533515214920044
gromacs_1k_timing,514,2570.0,9,12,18,2570.0,2.57,4.413717269897461,S-like,S_like_by_product_reference,0.9776426553726196
gromacs_1k_timing,515,2575.0,11,12,17,2575.0,2.575,4.329214096069336,S-like,S_like_by_product_reference,1.863039493560791
gromacs_1k_timing,516,2580.0,9,12,14,2580.0,2.58,4.417805671691895,R-like,R_like_by_product_reference,-2.322202444076538
gromacs_1k_timing,517,2585.0,10,13,18,2585.0,2.585,4.189367771148682,S-like,S_like_by_product_reference,1.9823169708251955
gromacs_1k_timing,518,2590.0,10,11,20,2590.0,2.59,4.221707820892334,R-like,R_like_by_product_reference,-0.0336776264011859
gromacs_1k_timing,519,2595.0,11,12,20,2595.0,2.595,4.358371257781982,S-like,S_like_by_product_reference,1.789721131324768
gromacs_1k_timing,520,2600.0,11,12,18,2600.0,2.6,4.403065204620361,S-like,S_like_by_product_reference,3.224989652633667
gromacs_1k_timing,521,2605.0,11,11,17,2605.0,2.605,4.198394298553467,S-like,S_like_by_product_reference,2.644196033477783
gromacs_1k_timing,522,2610.0,9,12,17,2610.0,2.61,3.6449167728424072,S-like,S_like_by_product_reference,5.4637556076049805
gromacs_1k_timing,523,2615.0,9,11,15,2615.0,2.615,4.3647003173828125,R-like,R_like_by_product_reference,-1.0857797861099243
gromacs_1k_timing,524,2620.0,11,12,17,2620.0,2.62,4.082500457763672,S-like,S_like_by_product_reference,2.6415956020355225
gromacs_1k_timing,525,2625.0,11,13,16,2625.0,2.625,3.068077564239502,S-like,S_like_by_product_reference,2.549302339553833
gromacs_1k_timing,526,2630.0,10,14,18,2630.0,2.63,4.341609954833984,S-like,S_like_by_product_reference,1.529386043548584
gromacs_1k_timing,527,2635.0,11,11,17,2635.0,2.635,4.401373386383057,S-like,S_like_by_product_reference,2.89359712600708
gromacs_1k_timing,528,2640.0,10,11,17,2640.0,2.64,4.160680770874023,S-like,S_like_by_product_reference,2.837145566940308
gromacs_1k_timing,529,2645.0,10,12,17,2645.0,2.645,4.18800687789917,S-like,S_like_by_product_reference,3.222618818283081
gromacs_1k_timing,530,2650.0,9,12,17,2650.0,2.65,4.288238525390625,S-like,S_like_by_product_reference,2.086890935897827
gromacs_1k_timing,531,2655.0,10,13,19,2655.0,2.655,4.281088352203369,S-like,S_like_by_product_reference,2.049781560897827
gromacs_1k_timing,532,2660.0,10,12,17,2660.0,2.66,4.14818000793457,S-like,S_like_by_product_reference,1.953118920326233
gromacs_1k_timing,533,2665.0,9,13,17,2665.0,2.665,4.231030464172363,S-like,S_like_by_product_reference,2.333611965179444
gromacs_1k_timing,534,2670.0,8,13,18,2670.0,2.67,4.254573822021484,S-like,S_like_by_product_reference,3.4789133071899414
gromacs_1k_timing,535,2675.0,10,13,15,2675.0,2.675,4.103692531585693,R-like,R_like_by_product_reference,-1.4571398496627808
gromacs_1k_timing,536,2680.0,11,13,19,2680.0,2.68,4.266530990600586,S-like,S_like_by_product_reference,1.9112913608551023
gromacs_1k_timing,537,2685.0,10,13,16,2685.0,2.685,4.271171569824219,S-like,S_like_by_product_reference,0.323863685131073
gromacs_1k_timing,538,2690.0,10,12,17,2690.0,2.69,4.296175479888916,S-like,S_like_by_product_reference,1.4516136646270752
gromacs_1k_timing,539,2695.0,10,12,18,2695.0,2.695,3.79438853263855,S-like,S_like_by_product_reference,7.038759231567383
gromacs_1k_timing,540,2700.0,10,12,17,2700.0,2.7,4.294845104217529,S-like,S_like_by_product_reference,2.144540786743164
gromacs_1k_timing,541,2705.0,11,12,17,2705.0,2.705,4.280256748199463,S-like,S_like_by_product_reference,2.4188687801361084
gromacs_1k_timing,542,2710.0,10,13,16,2710.0,2.71,4.17184591293335,S-like,S_like_by_product_reference,3.761975765228272
gromacs_1k_timing,543,2715.0,10,13,17,2715.0,2.715,4.243785381317139,S-like,S_like_by_product_reference,2.727011680603028
gromacs_1k_timing,544,2720.0,10,13,17,2720.0,2.72,4.147216796875,S-like,S_like_by_product_reference,3.8429982662200928
gromacs_1k_timing,545,2725.0,9,13,16,2725.0,2.725,4.19228982925415,R-like,R_like_by_product_reference,-0.1330747604370117
gromacs_1k_timing,546,2730.0,9,13,16,2730.0,2.73,4.284506320953369,S-like,S_like_by_product_reference,3.4639601707458496
gromacs_1k_timing,547,2735.0,10,13,19,2735.0,2.735,4.138537883758545,S-like,S_like_by_product_reference,1.9501495361328125
gromacs_1k_timing,548,2740.0,9,13,16,2740.0,2.74,4.336644172668457,S-like,S_like_by_product_reference,1.780380129814148
gromacs_1k_timing,549,2745.0,10,13,16,2745.0,2.745,4.25884485244751,S-like,S_like_by_product_reference,2.517973661422729
gromacs_1k_timing,550,2750.0,9,13,18,2750.0,2.75,4.2485032081604,S-like,S_like_by_product_reference,3.3079986572265625
gromacs_1k_timing,551,2755.0,11,13,16,2755.0,2.755,4.269306659698486,S-like,S_like_by_product_reference,2.143522262573242
gromacs_1k_timing,552,2760.0,11,13,17,2760.0,2.76,4.511106014251709,S-like,S_like_by_product_reference,1.2267086505889893
gromacs_1k_timing,553,2765.0,10,13,19,2765.0,2.765,4.259634017944336,S-like,S_like_by_product_reference,2.8255627155303955
gromacs_1k_timing,554,2770.0,9,13,16,2770.0,2.77,4.142981052398682,S-like,S_like_by_product_reference,4.28986406326294
gromacs_1k_timing,555,2775.0,11,13,17,2775.0,2.775,4.1173906326293945,S-like,S_like_by_product_reference,4.027361869812012
gromacs_1k_timing,556,2780.0,11,13,19,2780.0,2.78,4.32734489440918,R-like,R_like_by_product_reference,-0.0832158476114273
gromacs_1k_timing,557,2785.0,9,14,17,2785.0,2.785,4.292746543884277,R-like,R_like_by_product_reference,-2.691595554351806
gromacs_1k_timing,558,2790.0,8,13,18,2790.0,2.79,4.269121170043945,R-like,R_like_by_product_reference,-2.272017002105713
gromacs_1k_timing,559,2795.0,9,13,16,2795.0,2.795,4.285102367401123,R-like,R_like_by_product_reference,-0.8942217826843262
gromacs_1k_timing,560,2800.0,9,13,17,2800.0,2.8,4.214094638824463,R-like,R_like_by_product_reference,-1.6885141134262085
gromacs_1k_timing,561,2805.0,10,13,18,2805.0,2.805,3.39182710647583,S-like,S_like_by_product_reference,5.308969497680664
gromacs_1k_timing,562,2810.0,10,13,17,2810.0,2.81,4.139610767364502,S-like,S_like_by_product_reference,3.6790192127227774
gromacs_1k_timing,563,2815.0,10,13,16,2815.0,2.815,4.263904094696045,S-like,S_like_by_product_reference,3.4811925888061523
gromacs_1k_timing,564,2820.0,12,14,17,2820.0,2.82,4.3566203117370605,R-like,R_like_by_product_reference,-2.943180799484253
gromacs_1k_timing,565,2825.0,11,13,18,2825.0,2.825,4.2724480628967285,R-like,R_like_by_product_reference,-2.3303558826446533
gromacs_1k_timing,566,2830.0,11,14,16,2830.0,2.83,4.250339508056641,R-like,R_like_by_product_reference,-2.6028494834899902
gromacs_1k_timing,567,2835.0,11,13,18,2835.0,2.835,4.304092884063721,R-like,R_like_by_product_reference,-1.3292652368545532
gromacs_1k_timing,568,2840.0,10,13,19,2840.0,2.84,4.085808277130127,R-like,R_like_by_product_reference,-2.755847454071045
gromacs_1k_timing,569,2845.0,12,13,18,2845.0,2.845,4.181878566741943,R-like,R_like_by_product_reference,-2.383485078811645
gromacs_1k_timing,570,2850.0,10,13,16,2850.0,2.85,4.250751495361328,R-like,R_like_by_product_reference,-1.13243567943573
gromacs_1k_timing,571,2855.0,10,13,21,2855.0,2.855,4.356844425201416,R-like,R_like_by_product_reference,-2.768007516860962
gromacs_1k_timing,572,2860.0,12,13,18,2860.0,2.86,4.242923259735107,R-like,R_like_by_product_reference,-2.150986909866333
gromacs_1k_timing,573,2865.0,10,13,15,2865.0,2.865,4.211366653442383,R-like,R_like_by_product_reference,-1.8887468576431277
gromacs_1k_timing,574,2870.0,11,13,16,2870.0,2.87,4.268744468688965,S-like,S_like_by_product_reference,2.2770469188690186
gromacs_1k_timing,575,2875.0,11,13,15,2875.0,2.875,4.173898696899414,S-like,S_like_by_product_reference,0.9146670699119568
gromacs_1k_timing,576,2880.0,11,13,14,2880.0,2.88,3.19355583190918,S-like,S_like_by_product_reference,3.36972451210022
gromacs_1k_timing,577,2885.0,10,13,17,2885.0,2.885,3.870687961578369,S-like,S_like_by_product_reference,4.676737785339356
gromacs_1k_timing,578,2890.0,10,13,16,2890.0,2.89,3.2549543380737305,S-like,S_like_by_product_reference,4.844938278198242
gromacs_1k_timing,579,2895.0,11,13,17,2895.0,2.895,3.742589235305786,S-like,S_like_by_product_reference,4.339966773986816
gromacs_1k_timing,580,2900.0,11,13,18,2900.0,2.9,4.325043678283691,R-like,R_like_by_product_reference,-0.829393744468689
gromacs_1k_timing,581,2905.0,9,13,17,2905.0,2.905,3.5018980503082275,S-like,S_like_by_product_reference,4.2089524269104
gromacs_1k_timing,582,2910.0,9,13,17,2910.0,2.91,3.1330816745758057,S-like,S_like_by_product_reference,5.67901086807251
gromacs_1k_timing,583,2915.0,11,13,17,2915.0,2.915,4.053225994110107,S-like,S_like_by_product_reference,4.594999313354492
gromacs_1k_timing,584,2920.0,10,13,15,2920.0,2.92,3.385202169418335,S-like,S_like_by_product_reference,4.164848804473877
gromacs_1k_timing,585,2925.0,11,13,14,2925.0,2.925,3.372405767440796,S-like,S_like_by_product_reference,3.0226101875305176
gromacs_1k_timing,586,2930.0,12,13,17,2930.0,2.93,3.667413473129273,S-like,S_like_by_product_reference,5.017209053039551
gromacs_1k_timing,587,2935.0,12,13,16,2935.0,2.935,3.326529026031494,S-like,S_like_by_product_reference,3.7613141536712646
gromacs_1k_timing,588,2940.0,10,13,18,2940.0,2.94,3.4475905895233154,S-like,S_like_by_product_reference,5.137392044067383
gromacs_1k_timing,589,2945.0,11,13,16,2945.0,2.945,3.6925458908081055,S-like,S_like_by_product_reference,5.173680305480957
gromacs_1k_timing,590,2950.0,12,13,17,2950.0,2.95,3.3293585777282715,S-like,S_like_by_product_reference,5.575405597686768
gromacs_1k_timing,591,2955.0,10,13,17,2955.0,2.955,3.2657148838043213,S-like,S_like_by_product_reference,5.403473854064941
gromacs_1k_timing,592,2960.0,11,13,16,2960.0,2.96,3.569329738616944,S-like,S_like_by_product_reference,5.293730735778809
gromacs_1k_timing,593,2965.0,11,13,16,2965.0,2.965,3.337754964828491,S-like,S_like_by_product_reference,3.7441675662994394
gromacs_1k_timing,594,2970.0,11,13,15,2970.0,2.97,3.3858237266540527,S-like,S_like_by_product_reference,4.410118103027344
gromacs_1k_timing,595,2975.0,12,13,18,2975.0,2.975,3.471970796585083,S-like,S_like_by_product_reference,5.567526340484619
gromacs_1k_timing,596,2980.0,10,13,15,2980.0,2.98,4.220449924468994,S-like,S_like_by_product_reference,2.85388445854187
gromacs_1k_timing,597,2985.0,11,13,18,2985.0,2.985,4.210867404937744,S-like,S_like_by_product_reference,2.358491897583008
gromacs_1k_timing,598,2990.0,12,13,16,2990.0,2.99,3.2760517597198486,S-like,S_like_by_product_reference,4.883410453796387
gromacs_1k_timing,599,2995.0,10,13,17,2995.0,2.995,4.129152297973633,S-like,S_like_by_product_reference,3.731991291046143
gromacs_1k_timing,600,3000.0,12,13,17,3000.0,3.0,3.4041922092437744,S-like,S_like_by_product_reference,5.275265216827393
gromacs_1k_timing,601,3005.0,10,13,16,3005.0,3.005,3.272768974304199,S-like,S_like_by_product_reference,4.870643138885498
gromacs_1k_timing,602,3010.0,12,13,16,3010.0,3.01,3.471973419189453,S-like,S_like_by_product_reference,4.878567695617676
gromacs_1k_timing,603,3015.0,10,13,16,3015.0,3.015,3.5202550888061523,S-like,S_like_by_product_reference,5.36065149307251
gromacs_1k_timing,604,3020.0,11,13,15,3020.0,3.02,3.6103169918060303,S-like,S_like_by_product_reference,4.81742525100708
gromacs_1k_timing,605,3025.0,12,13,16,3025.0,3.025,3.9533531665802,S-like,S_like_by_product_reference,4.642577171325684
gromacs_1k_timing,606,3030.0,13,13,16,3030.0,3.03,4.116322040557861,R-like,R_like_by_product_reference,-1.5903890132904053
gromacs_1k_timing,607,3035.0,10,13,17,3035.0,3.035,4.233026027679443,R-like,R_like_by_product_reference,-1.836746454238892
gromacs_1k_timing,608,3040.0,11,13,16,3040.0,3.04,4.357443332672119,S-like,S_like_by_product_reference,2.268380880355835
gromacs_1k_timing,609,3045.0,12,13,21,3045.0,3.045,4.498709678649902,R-like,R_like_by_product_reference,-1.6495952606201172
gromacs_1k_timing,610,3050.0,11,14,17,3050.0,3.05,4.681812763214111,R-like,R_like_by_product_reference,-3.0044448375701904
gromacs_1k_timing,611,3055.0,11,13,19,3055.0,3.055,4.4829583168029785,R-like,R_like_by_product_reference,-2.431886672973633
gromacs_1k_timing,612,3060.0,12,13,21,3060.0,3.06,4.6292643547058105,R-like,R_like_by_product_reference,-3.006263732910156
gromacs_1k_timing,613,3065.0,10,13,19,3065.0,3.065,4.452337265014648,R-like,R_like_by_product_reference,-1.9269613027572632
gromacs_1k_timing,614,3070.0,11,13,18,3070.0,3.07,4.135383129119873,R-like,R_like_by_product_reference,-0.772301971912384
gromacs_1k_timing,615,3075.0,9,12,17,3075.0,3.075,4.169951915740967,R-like,R_like_by_product_reference,-0.9371885061264038
gromacs_1k_timing,616,3080.0,10,13,17,3080.0,3.08,4.327921390533447,R-like,R_like_by_product_reference,-2.1972668170928955
gromacs_1k_timing,617,3085.0,11,13,16,3085.0,3.085,4.221004009246826,R-like,R_like_by_product_reference,-1.310768485069275
gromacs_1k_timing,618,3090.0,11,11,18,3090.0,3.09,4.365511894226074,R-like,R_like_by_product_reference,-1.547745704650879
gromacs_1k_timing,619,3095.0,11,13,17,3095.0,3.095,4.470802307128906,R-like,R_like_by_product_reference,-1.2910212278366089
gromacs_1k_timing,620,3100.0,9,13,17,3100.0,3.1,4.486713409423828,R-like,R_like_by_product_reference,-2.845413446426392
gromacs_1k_timing,621,3105.0,11,13,18,3105.0,3.105,4.478818416595459,R-like,R_like_by_product_reference,-0.9079945683479308
gromacs_1k_timing,622,3110.0,10,12,18,3110.0,3.11,4.582096576690674,R-like,R_like_by_product_reference,-2.900670051574707
gromacs_1k_timing,623,3115.0,9,12,17,3115.0,3.115,4.406584739685059,R-like,R_like_by_product_reference,-0.2281419932842254
gromacs_1k_timing,624,3120.0,10,15,18,3120.0,3.12,4.666572093963623,R-like,R_like_by_product_reference,-2.4426443576812744
gromacs_1k_timing,625,3125.0,10,12,19,3125.0,3.125,4.153902530670166,R-like,R_like_by_product_reference,-0.2424775213003158
gromacs_1k_timing,626,3130.0,10,11,17,3130.0,3.13,4.472607612609863,R-like,R_like_by_product_reference,-2.600919246673584
gromacs_1k_timing,627,3135.0,10,14,21,3135.0,3.135,4.213858604431152,R-like,R_like_by_product_reference,-1.6355061531066897
gromacs_1k_timing,628,3140.0,10,15,20,3140.0,3.14,4.287352561950684,R-like,R_like_by_product_reference,-2.2028355598449707
gromacs_1k_timing,629,3145.0,9,15,19,3145.0,3.145,4.40370512008667,R-like,R_like_by_product_reference,-2.171766996383667
gromacs_1k_timing,630,3150.0,11,13,17,3150.0,3.15,4.311673641204834,R-like,R_like_by_product_reference,-2.101412057876587
gromacs_1k_timing,631,3155.0,10,15,21,3155.0,3.155,4.357028007507324,R-like,R_like_by_product_reference,-0.1418946832418441
gromacs_1k_timing,632,3160.0,11,14,17,3160.0,3.16,4.443713188171387,R-like,R_like_by_product_reference,-1.196592926979065
gromacs_1k_timing,633,3165.0,10,13,18,3165.0,3.165,4.5215277671813965,R-like,R_like_by_product_reference,-2.6336960792541504
gromacs_1k_timing,634,3170.0,10,14,18,3170.0,3.17,4.4053955078125,S-like,S_like_by_product_reference,2.387885332107544
